date,beanName,beanWeight,coffeeWeight,grind,time,notes,weightEverySec,pressureEverySec
2019 06 03 Mon 18:54,riom,18.6,40.0,3.75,61,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.7;1.6;1.9;2.4;2.8;3.1;3.4;3.8;4.0;4.2;4.3;4.6;4.8;4.9;5.0;5.2;5.3;5.3;5.5;5.6;5.7;5.9;5.9;6.0;6.1;6.2;6.3;6.4;6.5;6.6;6.6;7.0;9.0;11.6;14.5;17.4;20.4;23.5;26.6;29.9;33.0;36.0;38.5;39.6;39.8;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.2;1.5;2.0;3.1;4.3;3.6;2.7;2.2;1.9;1.7;1.7;1.6;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.1;1.4;3.4;5.4;5.7;5.4;5.1;5.0;4.9;4.8;4.7;4.6;4.5;3.4;2.8;3.1;,
2019 06 03 Mon 19:04,riom,18.4,44.4,3.75,87,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.3;0.4;0.5;0.7;1.0;1.2;1.4;1.5;1.6;1.7;1.9;2.0;2.1;2.2;2.3;2.4;2.5;2.7;2.8;2.9;3.0;3.1;3.2;3.4;3.4;3.5;3.6;3.7;3.7;3.8;3.9;4.0;4.1;4.2;4.2;4.3;4.3;4.4;4.5;4.6;4.6;4.7;4.7;4.8;4.9;5.0;5.0;5.1;5.1;5.2;5.3;5.3;5.4;5.4;5.5;5.5;6.6;9.3;12.3;15.3;18.4;21.7;24.7;27.9;31.2;34.3;37.5;40.8;43.6;44.1;,0.0;0.6;0.6;0.6;0.6;0.7;0.7;0.7;0.8;0.9;1.3;1.9;2.3;2.5;2.2;2.0;1.9;1.8;1.8;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.2;2.5;5.1;6.0;5.8;5.5;5.2;5.0;5.0;4.8;4.6;4.5;4.5;4.5;4.4;4.6;,
2019 06 03 Mon 19:51,rock,18.5,38.7,4.25,39,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.3;2.4;3.2;4.0;5.5;7.0;8.4;10.2;11.7;13.4;15.6;17.4;19.4;21.7;23.9;26.1;28.5;30.8;33.1;35.3;37.1;38.3;38.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;1.0;1.5;2.0;3.5;6.1;8.4;9.3;9.4;9.5;9.4;9.1;8.8;8.2;8.1;8.0;7.8;7.6;7.1;6.9;6.7;6.4;6.3;6.2;6.1;6.0;5.1;3.1;2.6;2.9;,
2019 06 03 Mon 19:56,rock,18.5,39.8,4.25,43,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.9;1.6;1.9;2.9;3.3;4.1;5.0;6.1;7.6;8.9;10.3;12.0;13.7;15.6;17.6;20.0;22.3;24.5;26.8;29.2;31.6;34.0;36.0;38.1;39.2;39.5;39.7;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.9;1.1;1.3;1.6;2.7;5.0;8.5;10.5;10.7;10.6;10.4;10.4;10.4;10.3;10.2;10.0;9.7;9.7;9.5;9.3;9.0;8.7;8.7;8.6;8.3;8.2;8.0;7.9;7.8;7.7;5.6;3.6;2.7;2.8;3.0;,
2019 06 08 Sat 16:14,rock,18.6,37.7,4.25,40,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.6;1.0;1.6;2.3;3.0;4.0;4.8;5.8;7.4;8.7;10.4;12.1;13.9;15.8;17.8;20.0;22.2;24.4;26.6;28.9;31.2;33.3;35.4;37.0;37.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.9;1.2;1.7;2.5;4.3;7.0;9.4;10.2;10.3;10.2;9.9;9.9;9.8;9.6;9.4;9.0;8.5;8.5;8.3;8.0;7.6;7.1;7.1;6.9;6.7;6.5;6.3;6.3;6.3;4.7;3.1;3.1;,
2019 06 08 Sat 16:22,rock,18.6,38.3,4.25,45,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;1.0;1.5;2.1;2.9;3.3;4.2;4.8;5.7;6.9;8.1;9.8;11.4;13.1;15.2;17.0;18.9;21.0;23.0;24.9;27.0;29.1;31.2;33.2;35.2;36.6;37.9;38.2;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.8;1.3;1.8;2.9;5.0;8.1;9.8;10.3;10.4;10.2;10.0;10.1;10.0;9.9;9.6;9.3;9.3;9.1;8.8;8.5;8.3;8.0;7.8;7.6;7.3;7.2;7.1;7.0;6.9;6.9;6.6;6.5;5.8;3.6;3.2;3.9;,
2019 06 09 Sun 09:58,riom,18.5,41.1,3.75,36,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.9;1.8;2.5;3.4;4.3;5.8;7.3;9.2;11.3;13.3;15.6;18.0;20.5;23.0;25.6;28.4;31.0;33.7;36.5;39.4;40.8;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;1.1;1.6;2.3;4.1;7.2;9.5;10.1;10.2;10.1;9.6;9.4;9.2;8.9;8.4;7.8;7.1;6.8;6.5;6.1;5.8;5.5;5.5;5.4;5.4;5.3;5.3;5.1;,
2019 06 09 Sun 10:14,rock,18.7,40.6,3.75,63,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.9;1.3;1.6;2.0;2.3;2.5;2.7;2.9;3.0;3.3;3.5;3.7;3.8;3.9;4.0;4.1;4.3;4.3;4.4;4.5;4.7;4.8;4.9;4.9;5.0;5.1;5.1;5.2;5.3;5.4;5.4;5.5;5.8;7.9;10.5;13.3;16.1;19.0;22.0;25.0;28.0;31.0;34.0;37.0;39.9;40.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.9;1.3;1.6;2.0;2.7;3.5;4.3;3.9;3.0;2.5;2.2;2.0;1.9;1.9;1.8;1.7;1.7;1.7;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;2.3;5.1;6.8;6.9;6.5;6.1;5.8;5.6;5.4;5.3;5.3;5.2;5.1;5.2;6.3;,
2019 06 09 Sun 18:27,rock,18.5,40.9,3.75,66,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.7;1.1;1.6;1.8;2.1;2.5;2.8;3.0;3.2;3.4;3.6;3.8;4.1;4.2;4.4;4.5;4.5;4.7;4.8;5.0;5.1;5.2;5.3;5.4;5.5;5.6;5.6;5.8;5.8;5.9;6.0;6.1;6.2;6.3;6.3;6.4;6.5;8.1;11.2;14.2;17.5;21.1;24.1;27.0;30.3;33.3;36.2;39.6;40.8;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.9;1.2;1.5;1.8;2.3;3.0;4.1;5.1;4.5;3.6;3.0;2.7;2.5;2.3;2.2;2.1;2.0;2.0;1.9;1.9;1.9;1.8;1.8;1.8;1.7;1.7;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.7;3.4;6.3;6.9;6.4;6.1;5.7;5.4;5.3;5.3;5.2;5.2;5.1;5.8;,
2019 06 09 Sun 18:36,rock,18.5,41.1,3.75,67,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;1.1;1.6;2.1;2.4;2.7;2.9;3.3;3.5;3.7;3.8;4.0;4.2;4.3;4.5;4.7;4.8;5.0;5.2;5.2;5.3;5.5;5.6;5.7;5.8;5.9;6.0;6.1;6.2;6.3;6.4;6.4;6.5;6.6;6.7;6.8;6.9;7.2;9.4;11.9;14.6;17.4;20.1;22.9;26.0;28.6;31.2;34.3;37.0;39.8;40.8;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.9;1.2;1.4;1.8;2.2;2.9;3.7;4.1;3.2;2.7;2.4;2.2;2.0;1.9;1.9;1.8;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.3;2.1;4.0;5.1;5.2;5.1;5.0;4.9;4.8;4.7;4.7;4.7;4.6;4.6;4.5;4.6;,
2019 06 10 Mon 10:00,fany,18.4,38.6,4.25,44,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.7;1.3;1.5;2.1;2.6;3.3;4.2;5.0;5.9;7.0;8.4;9.9;11.5;13.6;15.3;17.3;19.6;21.7;23.9;26.3;28.6;30.9;33.2;35.3;37.5;38.4;38.5;,0.0;0.7;0.7;0.7;0.7;0.7;0.8;1.0;1.2;1.4;1.9;3.1;5.3;7.8;9.9;10.4;10.4;10.3;10.2;10.0;10.0;9.9;9.8;9.6;9.2;9.2;9.0;8.8;8.5;8.1;7.9;7.5;7.2;6.9;6.6;6.5;6.3;6.3;6.3;6.2;5.7;4.0;3.4;3.5;,
2019 06 15 Sat 10:28,fany,18.6,38.4,4.00,64,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.9;1.0;1.2;1.5;1.8;2.0;2.2;2.4;2.7;2.9;3.1;3.2;3.3;3.5;3.7;3.8;4.0;4.1;4.2;4.4;4.5;4.6;4.8;4.9;5.0;5.1;5.2;5.3;5.4;5.5;5.5;5.6;5.7;6.8;9.7;12.6;15.4;18.8;21.8;24.7;27.8;30.7;33.6;36.7;38.1;38.2;,0.0;0.5;0.5;0.5;0.5;0.6;0.6;0.8;1.0;1.2;1.5;2.0;2.7;3.6;4.5;4.8;3.9;3.3;2.9;2.6;2.5;2.4;2.3;2.2;2.1;2.1;2.0;2.0;1.9;1.9;1.8;1.8;1.8;1.8;1.7;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.5;1.7;3.3;5.6;6.1;5.5;5.0;4.8;4.6;4.6;4.5;4.3;4.2;3.8;4.2;4.9;,
2019 06 15 Sat 16:37,fany,18.7,40.1,3.75,61,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;1.1;1.4;1.6;2.0;2.3;2.5;2.7;3.0;3.1;3.3;3.5;3.8;3.9;4.0;4.1;4.2;4.4;4.5;4.6;4.7;4.9;5.0;5.1;5.2;5.3;5.4;5.5;5.6;5.7;5.8;5.9;6.8;9.7;12.9;16.2;19.7;23.1;26.4;29.9;33.4;37.0;39.7;40.0;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.8;1.0;1.3;1.6;2.0;2.8;3.3;2.6;2.2;2.0;1.9;1.8;1.7;1.7;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.1;1.3;2.6;4.6;5.0;4.8;4.5;4.3;4.2;4.1;4.0;4.0;3.9;4.3;5.7;,
2019 06 16 Sun 10:06,karum,18.7,49.1,3.75,62,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;1.1;1.7;2.3;2.5;2.8;3.2;3.6;3.9;4.2;4.4;4.7;4.9;5.1;5.3;5.4;5.6;5.8;6.0;6.1;6.3;6.4;6.7;6.8;6.9;7.0;7.1;7.2;7.3;7.4;7.5;7.6;7.7;7.8;8.5;11.2;14.4;18.0;21.7;25.1;29.0;32.4;36.1;39.7;43.3;46.9;48.8;49.0;,0.0;0.6;0.6;0.6;0.6;0.6;0.7;0.8;1.0;1.3;1.6;2.2;3.1;3.9;3.3;2.4;2.0;1.8;1.6;1.5;1.4;1.4;1.3;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9;0.9;1.0;2.0;3.8;4.6;4.3;3.9;3.8;3.6;3.6;3.5;3.4;3.4;3.3;3.3;3.4;3.9;,
2019 06 16 Sun 10:24,karum,18.7,82.1,5.00,60,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;1.9;3.4;5.1;6.8;8.2;10.5;12.5;14.4;16.4;18.3;20.2;22.2;24.2;26.2;28.3;30.4;32.0;34.4;36.5;38.4;40.6;42.7;44.7;46.9;48.9;50.9;53.1;55.1;57.1;59.2;61.4;63.2;65.4;67.5;69.6;71.8;74.0;76.0;78.0;80.0;81.7;82.0;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.6;0.6;0.7;0.8;1.1;1.3;1.5;1.7;2.3;2.7;2.8;2.7;2.5;2.4;2.2;2.2;2.1;2.1;2.1;2.1;2.0;2.0;2.0;2.0;1.9;1.9;1.9;1.9;1.9;1.9;1.8;1.9;1.9;1.9;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.8;1.7;1.8;1.8;1.9;2.2;,
2019 06 17 Mon 09:46,fany,18.6,38.5,4.25,35,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.5;2.5;3.5;5.0;6.4;8.3;10.3;12.4;14.5;16.8;19.2;21.7;24.2;26.8;29.4;31.9;34.7;37.2;38.0;38.3;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;1.1;1.5;2.0;3.4;5.6;7.5;8.3;8.4;8.0;7.5;7.4;7.0;6.5;6.1;5.5;5.2;5.0;4.7;4.6;4.3;4.3;4.3;4.2;4.4;5.2;,
2019 06 17 Mon 10:01,karum,18.7,53.3,3.75,64,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;1.3;1.6;2.0;2.6;2.8;3.1;3.6;3.8;4.0;4.3;4.6;4.8;5.0;5.2;5.4;5.7;5.9;6.0;6.2;6.3;6.5;6.6;6.7;6.9;7.0;7.1;7.2;7.4;7.4;7.6;7.6;7.8;7.9;8.7;11.7;15.2;18.9;22.7;26.4;30.2;34.0;37.7;41.5;45.4;49.2;52.3;53.2;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;1.0;1.2;1.5;2.0;2.8;2.8;2.2;1.8;1.6;1.5;1.4;1.3;1.2;1.2;1.1;1.1;1.1;1.0;1.0;1.0;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.9;1.6;3.1;3.9;3.7;3.4;3.2;3.1;3.0;3.0;2.9;2.9;2.9;2.8;2.8;3.1;,
2019 06 21 Fri 10:01,fany,18.6,38.8,4.00,37,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.1;1.8;2.4;3.2;4.2;5.2;6.5;8.5;10.3;12.5;14.8;17.1;19.8;22.4;25.1;28.0;30.8;33.8;37.0;38.5;38.6;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;0.9;1.2;1.5;2.8;6.0;8.7;9.7;10.0;9.9;9.7;9.4;9.0;8.6;7.8;7.4;6.9;6.4;5.9;5.3;5.0;4.8;4.7;4.5;4.4;4.7;5.8;,
2019 06 21 Fri 10:13,karum,18.8,46.7,3.50,72,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.4;0.8;1.0;1.3;1.7;1.9;2.2;2.5;2.8;3.0;3.3;3.6;3.8;4.0;4.2;4.4;4.8;4.9;5.2;5.3;5.6;5.8;6.0;6.1;6.2;6.5;6.7;6.8;7.0;7.1;7.2;7.3;7.5;7.6;7.8;7.9;8.0;8.2;9.2;11.3;13.5;15.7;17.9;20.1;22.3;24.6;26.9;28.9;31.0;33.1;35.4;37.6;39.7;41.7;43.7;45.8;46.4;46.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.7;0.8;0.9;1.2;1.7;1.7;1.4;1.3;1.2;1.1;1.1;1.0;1.0;1.0;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;1.0;1.3;1.8;2.0;2.0;1.9;1.8;1.8;1.8;1.8;1.8;1.7;1.7;1.7;1.8;1.8;1.7;1.7;1.8;1.8;1.9;2.0;,
2019 06 22 Sat 10:30,huy,18.5,38.8,3.75,39,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;1.3;2.1;3.0;3.6;4.6;6.0;7.4;9.4;11.4;13.5;16.0;18.6;21.0;23.6;26.4;29.0;31.9;34.9;37.4;38.5;38.7;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.8;1.0;1.2;1.7;2.7;4.9;7.4;9.3;9.9;10.0;9.9;9.5;9.3;9.1;8.7;8.4;7.8;7.0;6.7;6.2;5.7;5.1;4.7;4.6;4.5;4.5;4.4;4.3;4.5;5.2;,
2019 06 22 Sat 10:42,huy,18.5,39.7,3.25,72,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.6;0.8;1.0;1.3;1.7;1.8;2.3;2.4;2.6;2.8;2.9;3.3;3.5;3.6;3.8;3.9;4.1;4.2;4.4;4.5;4.7;4.8;5.0;5.0;5.2;5.3;5.4;5.5;5.6;5.7;5.8;5.9;6.0;6.1;6.2;6.5;7.7;8.7;10.7;12.5;14.1;15.9;17.4;19.4;21.0;22.6;24.5;26.4;28.1;29.9;31.7;33.4;35.2;37.0;38.8;39.5;,0.0;0.6;0.6;0.6;0.6;0.6;0.6;0.7;1.0;1.2;1.6;2.1;2.6;3.5;3.5;2.9;2.6;2.4;2.2;2.1;2.0;2.0;1.9;1.8;1.8;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.3;1.3;1.2;1.7;2.3;2.7;2.9;2.9;2.9;2.8;2.7;2.7;2.6;2.6;2.5;2.5;2.5;2.4;2.4;2.4;2.4;2.4;2.4;2.4;2.3;2.3;,
2019 06 23 Sun 10:11,huy,18.6,38.1,3.75,36,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.6;1.3;2.2;3.0;3.7;5.1;6.3;7.9;9.7;11.6;13.9;16.3;18.8;21.5;24.3;26.9;29.8;32.6;35.6;37.7;37.9;,0.0;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.9;1.0;1.4;2.3;3.6;6.1;8.5;9.6;9.9;9.9;9.7;9.4;9.0;8.4;8.2;7.8;7.4;7.0;6.4;6.0;5.6;5.2;5.0;4.7;4.7;4.6;4.6;5.2;,
2019 06 23 Sun 10:29,huy,18.6,41.3,3.25,75,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.6;0.8;1.0;1.2;1.6;1.9;2.0;2.2;2.4;2.8;2.9;3.1;3.2;3.3;3.5;3.7;3.8;3.9;4.1;4.2;4.4;4.6;4.6;4.7;4.8;4.9;5.0;5.2;5.3;5.4;5.4;5.5;5.6;5.7;5.8;5.9;6.0;6.7;8.4;10.4;12.3;14.3;16.5;18.3;20.2;22.4;24.5;26.4;28.6;30.5;32.5;34.6;36.7;38.8;40.5;41.0;41.1;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.8;1.0;1.2;1.5;1.8;2.1;2.1;1.9;1.8;1.7;1.6;1.5;1.5;1.5;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.3;1.9;2.3;2.4;2.4;2.4;2.3;2.2;2.1;2.1;2.1;2.1;2.1;2.0;2.0;2.0;2.0;2.0;2.0;1.9;1.9;2.0;,
2019 06 24 Mon 10:02,huy,18.4,39.2,3.75,35,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.2;2.0;3.0;4.0;5.5;7.3;9.4;11.5;14.2;17.0;19.9;22.9;25.9;28.9;32.2;35.4;38.2;38.9;39.1;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;0.9;1.1;1.4;2.0;4.8;8.3;9.2;9.7;9.5;9.3;8.8;7.8;7.2;6.8;6.2;5.5;4.8;4.3;4.2;4.1;4.0;3.9;3.7;3.9;4.8;,
2019 06 24 Mon 10:14,huy,18.6,44.4,3.75,94,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.3;0.6;0.8;1.0;1.3;1.4;1.6;1.9;2.1;2.3;2.5;2.6;2.8;2.9;3.1;3.2;3.4;3.5;3.7;3.8;3.9;4.0;4.1;4.3;4.3;4.4;4.5;4.6;4.7;4.8;4.8;4.9;5.0;5.1;5.9;7.4;9.1;11.1;13.0;14.6;16.6;18.6;20.4;22.2;24.0;25.8;27.6;29.7;31.2;33.3;35.4;36.8;37.6;38.5;39.0;39.2;39.3;39.3;39.4;39.4;39.4;39.4;39.4;39.4;39.4;39.4;39.4;39.6;40.0;40.3;40.9;41.5;42.1;42.8;43.5;44.0;44.3;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.7;1.0;1.2;1.5;2.0;2.4;2.2;1.9;1.8;1.7;1.6;1.6;1.5;1.5;1.5;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1.1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.3;1.9;2.2;2.4;2.3;2.2;2.1;2.1;2.1;2.0;2.0;2.0;2.0;1.9;1.9;1.9;1.9;1.9;1.9;1.8;1.4;1.2;1.1;1.2;1.2;1.3;1.3;1.4;1.5;1.6;1.7;1.8;1.9;1.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.7;0.7;,
2019 06 29 Sat 11:23,huy,18.4,37.6,3.75,34,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.7;1.1;2.2;2.8;3.8;5.6;6.9;8.5;10.5;12.6;14.9;17.3;19.6;22.3;25.1;27.8;30.4;33.3;36.1;37.3;37.5;,0.0;0.5;0.5;0.5;0.5;0.6;0.7;0.9;1.3;1.9;3.4;5.9;8.0;8.9;9.3;9.3;9.4;9.1;8.7;8.0;7.7;7.3;6.8;6.1;5.4;4.9;4.7;4.5;4.3;4.1;4.1;4.0;3.9;4.7;,
2019 06 29 Sat 11:27,huy,18.5,37.5,3.75,41,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.5;1.3;1.8;2.2;2.9;3.6;4.7;5.4;6.6;8.3;9.7;11.5;13.5;15.6;17.7;20.0;22.5;25.0;27.3;29.8;32.3;34.9;37.0;37.3;,0.0;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;1.0;1.3;2.1;3.5;5.9;8.5;9.7;10.1;10.2;10.1;10.0;9.8;9.5;9.4;9.3;9.1;8.8;8.3;8.0;7.7;7.2;6.8;6.2;5.9;5.7;5.5;5.4;5.3;5.2;5.2;5.2;5.9;,
2019 06 29 Sat 11:45,huy,18.6,80.7,4.75,63,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;1.6;3.1;4.6;6.2;7.8;9.3;11.2;12.9;14.2;16.1;17.9;19.9;21.4;23.2;25.0;26.8;28.6;30.5;32.4;34.3;36.0;37.8;39.6;41.7;43.4;45.2;47.2;49.1;51.0;53.0;54.9;56.7;58.8;60.6;62.9;64.7;66.4;68.4;70.3;72.4;74.4;76.4;78.4;80.1;80.5;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.7;0.8;0.9;1.1;1.2;1.5;1.8;2.2;2.4;2.5;2.4;2.4;2.3;2.3;2.2;2.1;2.1;2.0;2.0;2.0;1.9;1.9;1.8;1.8;1.8;1.8;1.7;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.6;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.5;1.5;1.4;1.4;1.4;1.5;1.6;2.1;,
2019 06 30 Sun 10:23,huy,18.6,37.5,3.50,38,,0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.8;1.4;2.2;3.2;4.1;5.1;6.7;8.7;10.7;12.9;15.3;17.9;20.2;22.7;25.6;28.2;30.8;33.8;36.3;37.1;37.4;,0.0;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.7;0.9;1.1;1.8;3.1;5.5;8.3;9.6;9.9;9.7;9.7;9.5;9.1;8.8;8.3;7.8;7.4;6.9;6.3;5.7;5.3;5.1;4.9;4.8;4.7;4.6;4.6;4.9;5.7;,
